From To DistanceTotal[km] DistanceInside[km] DistanceOutside[km] Duration[s]
C3 C19 13.966 3.698 10.268 00:08:50
C3 C20 23.002 8.601 14.401 00:13:32
C3 C21 18.275 9.161 9.114 00:11:18
C3 C22 14.318 4.694 9.624 00:08:48
C3 C23 10.498 4.686 5.812 00:06:31
C3 C24 28.108 8.403 19.705 00:15:41
C3 C25 8.56 8.56 0 00:05:28
C3 C26 22.114 5.49 16.624 00:12:07
C3 C27 12.421 12.421 0 00:08:31
C3 C28 39.516 8.601 30.915 00:23:17
C3 C29 27.226 16.237 10.989 00:16:23
C3 C30 10.269 7.673 2.596 00:06:21
C3 C31 27.043 8.601 18.442 00:15:32
C3 C32 14.19 10.161 4.029 00:08:47
C3 C33 8.305 2.211 6.094 00:05:03
C3 C34 19.546 2.211 17.335 00:12:07
C3 C35 17.446 13.56 3.886 00:11:05
C3 C36 6.469 4.343 2.126 00:04:06
C3 C37 15.858 0.501 15.357 00:09:44
C3 C38 21.431 13.56 7.871 00:13:06
C3 C39 11.218 9.092 2.126 00:06:44
C3 C40 21.078 8.601 12.477 00:11:25
C3 C41 27.755 16.237 11.518 00:16:42
C3 C42 32.107 8.601 23.506 00:19:17
C3 C43 23.938 17.263 6.675 00:15:20
C3 C44 24.539 8.601 15.938 00:14:27
C3 C45 13.431 3.541 9.89 00:08:16
C3 C46 13.874 13.874 0 00:08:49
C3 C47 24.06 8.601 15.459 00:14:10
C3 C48 13.118 13.118 0 00:08:03
C3 C49 23.73 8.403 15.327 00:13:59
C3 C50 13.197 8.682 4.515 00:08:58
C3 C51 7.586 7.586 0 00:04:38
C3 C52 15.723 8.601 7.122 00:09:39
C3 C53 7.914 7.914 0 00:04:48
C3 C54 17.676 14.847 2.829 00:11:04
C3 C55 12.452 12.452 0 00:07:48
C3 C56 21.244 5.49 15.754 00:11:36
C3 C57 17.574 2.211 15.363 00:10:37
C3 C58 12.229 9.633 2.596 00:07:29
C3 C59 13.834 8.601 5.233 00:08:13
C3 C60 20.584 5.49 15.094 00:11:14
C3 C61 23.902 14.676 9.226 00:14:43
C3 C62 20.598 14.676 5.922 00:12:40
C3 C63 12.588 3.541 9.047 00:07:37
C3 C64 26.408 21.601 4.807 00:15:54
C3 C65 7.767 7.767 0 00:04:43
C3 C66 37.423 8.601 28.822 00:19:48
C3 C67 15.02 5.49 9.53 00:09:04
C3 C68 21.491 8.601 12.89 00:12:50
C3 C69 27.852 8.601 19.251 00:14:49
C3 C70 18.986 0.501 18.485 00:10:44
C3 C71 37.745 8.601 29.144 00:19:53
C3 C72 33.006 14.676 18.33 00:20:29
C3 C73 14.698 4.694 10.004 00:09:08
C3 C74 19.352 13.56 5.792 00:11:40
C3 C75 14.79 14.79 0 00:09:22
C3 C76 24.794 8.601 16.193 00:13:33
C3 C77 22.362 16.237 6.125 00:13:28
C3 C78 27.411 8.601 18.81 00:15:48
C3 C79 31.584 8.699 22.885 00:18:36
C3 C80 14.866 8.601 6.265 00:08:50
C3 C81 27.481 16.237 11.244 00:16:42
C3 C82 11.201 8.363 2.838 00:07:23
C3 C83 30.118 14.676 15.442 00:18:35
C3 C84 15.564 11.821 3.743 00:09:25
C3 C85 25.481 21.601 3.88 00:15:21
C3 C86 19.774 5.49 14.284 00:10:43
C3 C87 19.173 19.173 0 00:11:38
C3 C88 16.479 4.694 11.785 00:10:56
C3 C89 22.16 8.601 13.559 00:15:42
C3 C90 9.3 9.3 0 00:05:52
C3 C91 34.387 14.676 19.711 00:20:55
C3 C92 29.993 16.237 13.756 00:17:52
C3 C93 11.158 11.158 0 00:07:15
C3 C94 20.237 14.676 5.561 00:12:45
C3 C95 38.818 8.601 30.217 00:20:16
C3 C96 11.535 11.535 0 00:06:58
C3 C97 20.803 20.803 0 00:14:04
C3 C98 29.764 8.601 21.163 00:16:38
C3 C99 35.992 14.676 21.316 00:22:34
C3 C100 11.209 11.209 0 00:06:47
C3 C101 17.695 17.695 0 00:11:14
C3 C102 34.432 14.676 19.756 00:21:03
C3 C103 15.672 3.698 11.974 00:09:38
C3 C104 10.219 10.219 0 00:06:43
C3 C105 28.74 8.699 20.041 00:16:21
C3 C106 15.936 13.34 2.596 00:09:47
C3 C107 7.158 7.158 0 00:04:37
C3 C108 12.884 12.247 0.637 00:08:05
C3 C109 13.414 8.682 4.732 00:08:37
C3 C110 5.851 4.974 0.877 00:04:20
C3 C111 11.473 4.686 6.787 00:07:21
C3 C112 12.709 12.709 0 00:07:56
C3 C113 12.709 12.709 0 00:07:56
C3 C114 12.971 11.096 1.875 00:08:12
C3 C115 18.216 10.161 8.055 00:11:15
C3 C116 7.85 2.211 5.639 00:04:46
C3 C117 10.411 7.815 2.596 00:06:19
C3 C118 23.939 8.601 15.338 00:13:03
C3 C119 6.209 3.698 2.511 00:04:31
C3 C120 16.941 8.403 8.538 00:10:19
C3 C121 40.147 14.676 25.471 00:24:22
C3 C122 17.897 8.601 9.296 00:09:57
C3 C123 21.887 8.601 13.286 00:13:19
C3 C124 22.299 16.237 6.062 00:13:26
C3 C125 21.71 13.56 8.15 00:13:28
C3 C126 18.497 8.601 9.896 00:12:41
C3 C127 24.685 14.676 10.009 00:15:05
C3 C128 18.729 4.694 14.035 00:11:27
C3 C129 20.895 11.009 9.886 00:12:40
C3 C130 20.666 3.698 16.968 00:12:37
C3 C131 40.048 8.601 31.447 00:21:42
C3 C132 22.186 8.699 13.487 00:12:45
C3 C133 26.43 8.601 17.829 00:15:04
C3 C134 22.054 8.601 13.453 00:13:11
C3 C135 6.209 3.698 2.511 00:04:31
C3 C136 34.871 8.601 26.27 00:19:34
C3 C137 17.29 8.601 8.689 00:09:35
C3 C138 10.811 8.215 2.596 00:06:32
C3 C139 13.871 8.403 5.468 00:08:22
C3 C140 4.553 4.553 0 00:02:47
C3 C141 5.139 5.139 0 00:03:08
C3 C142 38.513 8.601 29.912 00:30:57
C3 C143 21.343 5.49 15.853 00:11:49
C3 C144 25.994 17.263 8.731 00:16:22
C3 C145 8.407 8.407 0 00:05:29
C3 C146 17.588 3.698 13.89 00:10:56
C3 C147 28.974 8.403 20.571 00:16:29
C3 C148 14.259 13.622 0.637 00:09:27
C3 C149 23.995 8.601 15.394 00:13:45
C3 C150 21.866 13.56 8.306 00:13:10
C3 C151 11.431 11.431 0 00:07:24
C3 C152 26.636 5.49 21.146 00:15:16
C3 C153 36.193 8.601 27.592 00:21:39
C3 C154 14.138 14.138 0 00:08:46
C3 C155 16.424 16.424 0 00:10:18
C3 C156 10.999 8.403 2.596 00:06:39
C3 C157 9.557 9.557 0 00:05:52
C3 C158 22.182 16.237 5.945 00:13:44
C3 C159 20.822 8.601 12.221 00:12:48
C3 C160 3.178 3.178 0 00:02:08
C3 C161 20.856 16.237 4.619 00:12:34
C3 C162 14.066 14.066 0 00:08:29
C3 C163 32.431 8.601 23.83 00:18:21
C3 C164 22.4 8.601 13.799 00:12:07
C3 C165 26.877 8.601 18.276 00:16:35
C3 C166 9.53 9.53 0 00:05:49
C3 C167 9.094 7.451 1.643 00:05:58
C3 C168 12.327 2.211 10.116 00:07:27
C3 C169 17.97 5.49 12.48 00:10:27
C3 C170 29.692 16.237 13.455 00:20:36
C3 C171 10.255 2.211 8.044 00:06:13
C3 C172 29.555 16.237 13.318 00:20:20
C3 C173 17.408 8.601 8.807 00:10:01
C3 C174 10.046 10.046 0 00:06:05
C3 C175 7.432 7.432 0 00:04:44
C3 C176 11.112 11.112 0 00:07:28
C3 C177 11.794 9.198 2.596 00:07:16
C3 C178 21.889 5.49 16.399 00:11:59
C3 C179 6.702 6.702 0 00:04:17
C3 C180 35.206 8.601 26.605 00:18:22
C3 C181 34.494 8.601 25.893 00:19:12
C3 C182 21.123 8.601 12.522 00:11:53
C3 C183 25.32 17.263 8.057 00:16:07
C3 C184 35.029 8.601 26.428 00:20:07
C3 C185 22.267 8.601 13.666 00:13:06
C3 C186 19.727 4.686 15.041 00:16:34
C3 C187 29.987 8.601 21.386 00:16:22
C3 C188 33.229 14.676 18.553 00:20:46
C3 C189 19.165 3.698 15.467 00:12:01
C3 C190 21.678 21.678 0 00:14:03
C3 C191 19.535 16.939 2.596 00:12:17
C3 C192 10.445 10.445 0 00:06:24
C4 D0 11.027 5.082 5.945 00:06:54
C4 C1 16.497 16.497 0 00:10:38
C4 C2 18.454 16.762 1.692 00:11:29
C4 C3 6.727 4.509 2.218 00:04:32
C4 C4 0 0 0 00:00:00
C4 C5 12.216 12.216 0 00:07:55
C4 C6 9.176 9.176 0 00:05:56
C4 C7 12.411 12.411 0 00:07:57
C4 C8 20.832 15.979 4.853 00:13:05
C4 C9 14.36 5.081 9.279 00:09:59
C4 C10 13.561 13.561 0 00:08:40
C4 C11 33.596 5.081 28.515 00:17:43
C4 C12 18.666 18.666 0 00:11:48
C4 C13 33.577 15.979 17.598 00:21:19
C4 C14 13.575 7.409 6.166 00:08:48
C4 C15 24.276 15.164 9.112 00:15:35
C4 C16 28.927 5.081 23.846 00:17:17
C4 C17 7.635 3.369 4.266 00:05:19
C4 C18 9.899 9.899 0 00:06:51
C4 C19 20.506 7.53 12.976 00:11:13
C4 C20 17.443 5.082 12.361 00:10:45
C4 C21 12.65 3.369 9.281 00:08:29
C4 C22 10.803 3.305 7.498 00:06:46
C4 C23 6.073 2.86 3.213 00:03:56
C4 C24 35.252 7.53 27.722 00:17:29
C4 C25 3.772 3.772 0 00:02:45
C4 C26 27.509 9.5 18.009 00:15:00
C4 C27 15.115 15.115 0 00:09:41
C4 C28 33.781 5.081 28.7 00:20:32
C4 C29 26.153 15.164 10.989 00:16:12
C4 C30 15.124 12.528 2.596 00:09:43
C4 C31 21.308 5.081 16.227 00:12:47
C4 C32 19.045 15.016 4.029 00:12:08
C4 C33 10.125 3.616 6.509 00:06:21
C4 C34 26.7 9.5 17.2 00:15:13
C4 C35 16.681 12.795 3.886 00:11:00
C4 C36 1.915 1.915 0 00:01:26
C4 C37 15.821 3.305 12.516 00:09:46
C4 C38 20.666 12.795 7.871 00:13:01
C4 C39 5.647 5.647 0 00:03:40
C4 C40 13.162 3.369 9.793 00:08:39
C4 C41 25.949 15.979 9.97 00:15:14
C4 C42 26.548 5.082 21.466 00:16:29
C4 C43 28.344 12.795 15.549 00:17:46
C4 C44 18.98 5.082 13.898 00:11:40
C4 C45 18.368 6.22 12.148 00:11:34
C4 C46 9.107 9.107 0 00:06:24
C4 C47 18.501 5.082 13.419 00:11:23
C4 C48 12.353 12.353 0 00:07:58
C4 C49 30.874 7.53 23.344 00:15:48
C4 C50 7.471 5.082 2.389 00:05:49
C4 C51 8.402 8.402 0 00:05:30
C4 C52 10.573 5.082 5.491 00:06:45
C4 C53 11.523 11.523 0 00:07:21
C4 C54 15.823 12.916 2.907 00:10:44
C4 C55 14.135 14.135 0 00:08:55
C4 C56 26.639 9.5 17.139 00:14:29
C4 C57 22.104 4.89 17.214 00:13:52
C4 C58 17.084 14.488 2.596 00:10:50
C4 C59 8.099 5.081 3.018 00:05:29
C4 C60 25.979 9.5 16.479 00:14:07
C4 C61 22.439 15.979 6.46 00:13:28
C4 C62 18.113 13.341 4.772 00:11:24
C4 C63 17.525 6.22 11.305 00:10:55
C4 C64 22.291 6.776 15.515 00:13:46
C4 C65 8.593 8.593 0 00:05:35
C4 C66 31.688 5.081 26.607 00:17:03
C4 C67 21.415 7.53 13.885 00:12:07
C4 C68 15.932 5.082 10.85 00:10:03
C4 C69 22.117 5.081 17.036 00:12:04
C4 C70 19.642 3.305 16.337 00:12:04
C4 C71 32.01 5.081 26.929 00:17:08
C4 C72 30.521 13.341 17.18 00:19:13
C4 C73 11.183 3.305 7.878 00:07:06
C4 C74 18.587 12.795 5.792 00:11:35
C4 C75 16.473 16.473 0 00:10:29
C4 C76 19.059 5.081 13.978 00:10:48
C4 C77 20.352 12.916 7.436 00:12:44
C4 C78 21.676 5.081 16.595 00:13:03
C4 C79 26.263 5.082 21.181 00:15:53
C4 C80 9.131 5.081 4.05 00:06:05
C4 C81 26.119 12.916 13.203 00:16:22
C4 C82 4.916 4.204 0.712 00:03:41
C4 C83 28.655 15.979 12.676 00:17:20
C4 C84 11.101 7.585 3.516 00:06:57
C4 C85 21.632 17.752 3.88 00:13:29
C4 C86 25.169 9.5 15.669 00:13:36
C4 C87 20.754 20.754 0 00:12:58
C4 C88 12.964 3.305 9.659 00:08:53
C4 C89 16.601 5.082 11.519 00:12:54
C4 C90 6.398 6.398 0 00:04:29
C4 C91 31.902 13.341 18.561 00:19:39
C4 C92 28.761 15.979 12.782 00:16:15
C4 C93 14.463 14.463 0 00:09:06
C4 C94 18.477 12.916 5.561 00:11:57
C4 C95 33.083 5.081 28.002 00:17:31
C4 C96 7.985 7.985 0 00:05:18
C4 C97 22.532 22.532 0 00:15:29
C4 C98 24.029 5.081 18.948 00:13:53
C4 C99 34.529 15.979 18.55 00:21:19
C4 C100 10.444 10.444 0 00:06:42
C4 C101 18.327 18.327 0 00:11:43
C4 C102 31.947 13.341 18.606 00:19:48
C4 C103 21.65 7.53 14.12 00:11:44
C4 C104 6.482 6.482 0 00:05:32
C4 C105 23.419 5.082 18.337 00:13:39
C4 C106 19.554 19.554 0 00:12:20
C4 C107 10.833 10.833 0 00:06:57
C4 C108 8.096 7.459 0.637 00:05:22
C4 C109 7.688 5.082 2.606 00:05:28
C4 C110 12.293 9.239 3.054 00:07:07
C4 C111 7.048 2.86 4.188 00:04:45
C4 C112 11.321 11.321 0 00:07:27
C4 C113 11.321 11.321 0 00:07:27
C4 C114 8.508 6.86 1.648 00:05:44
C4 C115 22.986 18.436 4.55 00:14:29
C4 C116 10.106 3.616 6.49 00:06:21
C4 C117 15.266 12.67 2.596 00:09:41
C4 C118 18.204 5.081 13.123 00:10:18
C4 C119 11.064 8.553 2.511 00:07:52
C4 C120 24.1 7.53 16.57 00:12:16
C4 C121 38.684 15.979 22.705 00:23:07
C4 C122 12.162 5.081 7.081 00:07:12
C4 C123 16.328 5.082 11.246 00:10:32
C4 C124 19.969 13.341 6.628 00:12:29
C4 C125 20.945 12.795 8.15 00:13:23
C4 C126 12.762 5.081 7.681 00:09:56
C4 C127 23.222 15.979 7.243 00:13:50
C4 C128 15.214 3.305 11.909 00:09:25
C4 C129 16.429 6.776 9.653 00:10:15
C4 C130 26.644 7.53 19.114 00:14:43
C4 C131 34.313 5.081 29.232 00:18:57
C4 C132 16.865 5.082 11.783 00:10:03
C4 C133 20.695 5.081 15.614 00:12:19
C4 C134 16.495 5.082 11.413 00:10:24
C4 C135 11.064 8.553 2.511 00:07:52
C4 C136 29.136 5.081 24.055 00:16:50
C4 C137 9.472 3.369 6.103 00:06:21
C4 C138 15.666 13.07 2.596 00:09:54
C4 C139 18.726 13.258 5.468 00:11:44
C4 C140 4.547 4.547 0 00:03:13
C4 C141 7.003 7.003 0 00:04:38
C4 C142 32.778 5.081 27.697 00:28:12
C4 C143 26.738 9.5 17.238 00:14:41
C4 C144 27.052 12.795 14.257 00:17:11
C4 C145 4.075 4.075 0 00:02:59
C4 C146 23.398 7.53 15.868 00:12:34
C4 C147 36.118 7.53 28.588 00:18:17
C4 C148 9.471 8.834 0.637 00:06:44
C4 C149 18.26 5.081 13.179 00:11:01
C4 C150 21.101 12.795 8.306 00:13:05
C4 C151 10.901 10.901 0 00:07:27
C4 C152 32.031 9.5 22.531 00:18:09
C4 C153 30.634 5.082 25.552 00:18:52
C4 C154 12.488 12.488 0 00:08:00
C4 C155 17.056 17.056 0 00:10:47
C4 C156 15.854 13.258 2.596 00:10:00
C4 C157 10.679 10.679 0 00:06:55
C4 C158 20.915 12.916 7.999 00:13:27
C4 C159 15.263 5.082 10.181 00:10:01
C4 C160 5.665 5.665 0 00:03:58
C4 C161 18.846 12.916 5.93 00:11:50
C4 C162 16.834 16.834 0 00:10:32
C4 C163 26.696 5.081 21.615 00:15:36
C4 C164 16.665 5.081 11.584 00:09:22
C4 C165 21.318 5.082 16.236 00:13:47
C4 C166 9.651 9.651 0 00:06:16
C4 C167 13.32 9.5 3.82 00:08:00
C4 C168 16.857 4.89 11.967 00:10:42
C4 C169 23.365 9.5 13.865 00:13:19
C4 C170 28.619 15.164 13.455 00:20:24
C4 C171 14.785 4.89 9.895 00:09:28
C4 C172 28.195 15.979 12.216 00:18:37
C4 C173 9.252 3.369 5.883 00:06:49
C4 C174 8.048 8.048 0 00:05:20
C4 C175 8.248 8.248 0 00:05:36
C4 C176 13.521 13.521 0 00:08:36
C4 C177 16.649 14.053 2.596 00:10:38
C4 C178 27.284 9.5 17.784 00:14:52
C4 C179 10.676 10.676 0 00:07:06
C4 C180 29.471 5.081 24.39 00:15:37
C4 C181 28.759 5.081 23.678 00:16:27
C4 C182 15.388 5.081 10.307 00:09:08
C4 C183 29.726 12.795 16.931 00:18:33
C4 C184 29.294 5.081 24.213 00:17:22
C4 C185 16.708 5.082 11.626 00:10:18
C4 C186 14.401 5.082 9.319 00:13:32
C4 C187 24.252 5.081 19.171 00:13:37
C4 C188 31.766 15.979 15.787 00:19:30
C4 C189 25.143 7.53 17.613 00:14:06
C4 C190 23.138 23.138 0 00:15:17
C4 C191 23.153 23.153 0 00:14:50
C4 C192 9.68 9.68 0 00:06:19
C5 D0 19.585 13.436 6.149 00:11:35
C5 C1 5.044 5.044 0 00:03:26
C5 C2 19.413 17.721 1.692 00:11:39
C5 C3 10.866 10.866 0 00:06:57
C5 C4 12.066 12.066 0 00:07:46
C5 C5 0 0 0 00:00:00
C5 C6 4.78 4.78 0 00:02:58
C5 C7 13.304 13.304 0 00:08:05
C5 C8 16.195 6.799 9.396 00:10:10
C5 C9 23.209 13.436 9.773 00:14:42
C5 C10 4.387 4.387 0 00:02:50
C5 C11 39.429 14.968 24.461 00:21:17
C5 C12 7.488 7.488 0 00:04:45
C5 C13 26.178 6.403 19.775 00:17:04
C5 C14 12.274 7.603 4.671 00:07:57
C5 C15 15.515 6.403 9.112 00:09:55
C5 C16 34.76 14.968 19.792 00:20:51
C5 C17 14.581 13.085 1.496 00:08:56
C5 C18 9.618 9.618 0 00:05:52
C5 C19 16.46 7.603 8.857 00:10:22
C5 C20 26.071 13.436 12.635 00:15:40
C5 C21 17.915 14.968 2.947 00:11:06
C5 C22 21.772 14.274 7.498 00:13:10
C5 C23 17.6 14.387 3.213 00:10:39
C5 C24 23.235 8.876 14.359 00:13:34
C5 C25 9.956 9.956 0 00:06:12
C5 C26 31.216 15.16 16.056 00:17:37
C5 C27 3.662 3.662 0 00:02:28
C5 C28 39.614 14.968 24.646 00:24:06
C5 C29 17.392 6.403 10.989 00:10:32
C5 C30 8.088 8.088 0 00:05:06
C5 C31 25.822 14.968 10.854 00:16:12
C5 C32 11.262 8.858 2.404 00:07:04
C5 C33 18.15 10.476 7.674 00:10:35
C5 C34 30.407 15.16 15.247 00:17:51
C5 C35 7.526 3.64 3.886 00:05:10
C5 C36 13.459 13.459 0 00:08:10
C5 C37 24.292 11.975 12.317 00:14:41
C5 C38 11.511 3.64 7.871 00:07:12
C5 C39 14.727 14.727 0 00:09:02
C5 C40 18.427 14.968 3.459 00:11:15
C5 C41 17.921 6.403 11.518 00:10:51
C5 C42 34.344 14.968 19.376 00:20:57
C5 C43 16.891 12.812 4.079 00:11:09
C5 C44 27.608 13.436 14.172 00:16:35
C5 C45 23.046 15.16 7.886 00:14:05
C5 C46 11.468 11.468 0 00:07:25
C5 C47 27.129 13.436 13.693 00:16:18
C5 C48 3.284 3.284 0 00:02:12
C5 C49 18.859 8.876 9.983 00:11:27
C5 C50 16.258 13.338 2.92 00:11:01
C5 C51 4.57 4.57 0 00:02:51
C5 C52 19.131 13.436 5.695 00:11:26
C5 C53 4.553 4.553 0 00:02:50
C5 C54 9.628 6.799 2.829 00:06:17
C5 C55 2.682 2.682 0 00:01:42
C5 C56 30.346 15.16 15.186 00:17:06
C5 C57 28.083 15.16 12.923 00:16:33
C5 C58 10.463 10.463 0 00:06:28
C5 C59 17.249 10.588 6.661 00:10:38
C5 C60 29.686 15.16 14.526 00:16:44
C5 C61 15.41 6.403 9.007 00:09:43
C5 C62 13.617 6.799 6.818 00:08:18
C5 C63 22.203 15.16 7.043 00:13:26
C5 C64 23.518 18.711 4.807 00:14:12
C5 C65 5.139 5.139 0 00:03:11
C5 C66 37.521 14.968 22.553 00:20:37
C5 C67 24.122 15.16 8.962 00:14:34
C5 C68 24.56 13.436 11.124 00:14:58
C5 C69 27.49 14.968 12.522 00:16:00
C5 C70 27.902 10.476 17.426 00:15:09
C5 C71 37.843 14.968 22.875 00:20:43
C5 C72 26.025 6.799 19.226 00:16:06
C5 C73 22.152 14.274 7.878 00:13:30
C5 C74 9.432 3.64 5.792 00:05:46
C5 C75 5.02 5.02 0 00:03:17
C5 C76 22.263 14.968 7.295 00:13:27
C5 C77 12.528 6.403 6.125 00:07:37
C5 C78 26.738 14.968 11.77 00:16:43
C5 C79 34.609 13.436 21.173 00:20:04
C5 C80 17.313 14.568 2.745 00:10:55
C5 C81 17.647 6.403 11.244 00:10:51
C5 C82 13.651 12.939 0.712 00:08:51
C5 C83 21.256 6.403 14.853 00:13:05
C5 C84 14.244 14.244 0 00:08:39
C5 C85 22.591 18.711 3.88 00:13:39
C5 C86 28.876 15.16 13.716 00:16:13
C5 C87 9.301 9.301 0 00:05:45
C5 C88 23.92 14.083 9.837 00:15:15
C5 C89 24.892 14.968 9.924 00:17:22
C5 C90 6.894 6.894 0 00:04:28
C5 C91 27.406 6.799 20.607 00:16:32
C5 C92 20.159 6.403 13.756 00:12:01
C5 C93 3.01 3.01 0 00:01:54
C5 C94 11.745 6.403 5.342 00:07:45
C5 C95 38.916 14.968 23.948 00:21:06
C5 C96 9.129 9.129 0 00:05:34
C5 C97 11.079 11.079 0 00:08:16
C5 C98 28.711 14.968 13.743 00:17:19
C5 C99 27.13 6.403 20.727 00:17:04
C5 C100 4.104 4.104 0 00:02:34
C5 C101 7.168 7.168 0 00:04:54
C5 C102 27.451 6.799 20.652 00:16:41
C5 C103 18.166 7.603 10.563 00:11:11
C5 C104 7.813 7.813 0 00:05:19
C5 C105 31.765 13.436 18.329 00:17:50
C5 C106 8.889 8.889 0 00:05:36
C5 C107 4.674 4.674 0 00:02:54
C5 C108 11.078 11.078 0 00:06:45
C5 C109 16.475 13.338 3.137 00:10:40
C5 C110 14.232 14.232 0 00:09:15
C5 C111 18.575 14.387 4.188 00:11:29
C5 C112 6.242 6.242 0 00:04:12
C5 C113 6.242 6.242 0 00:04:12
C5 C114 13.428 13.428 0 00:08:44
C5 C115 13.408 8.858 4.55 00:08:24
C5 C116 17.695 10.476 7.219 00:10:19
C5 C117 8.629 8.629 0 00:05:18
C5 C118 21.408 14.968 6.44 00:12:56
C5 C119 11.453 7.603 3.85 00:07:42
C5 C120 15.624 9.604 6.02 00:09:31
C5 C121 31.285 6.403 24.882 00:18:52
C5 C122 19.8 15.069 4.731 00:11:59
C5 C123 24.956 13.436 11.52 00:15:27
C5 C124 12.465 6.403 6.062 00:07:35
C5 C125 11.79 3.64 8.15 00:07:33
C5 C126 20.4 15.069 5.331 00:14:43
C5 C127 16.193 6.403 9.79 00:10:05
C5 C128 26.17 14.083 12.087 00:15:46
C5 C129 20.326 16.54 3.786 00:12:18
C5 C130 23.16 7.603 15.557 00:14:10
C5 C131 40.146 14.968 25.178 00:22:32
C5 C132 25.211 13.436 11.775 00:14:14
C5 C133 25.757 14.968 10.789 00:15:59
C5 C134 25.123 13.436 11.687 00:15:19
C5 C135 11.453 7.603 3.85 00:07:42
C5 C136 32.378 18.711 13.667 00:19:48
C5 C137 17.435 15.069 2.366 00:10:33
C5 C138 9.783 9.783 0 00:05:58
C5 C139 12.485 9.587 2.898 00:07:35
C5 C140 9.538 9.538 0 00:05:49
C5 C141 7.184 7.184 0 00:04:24
C5 C142 38.611 14.968 23.643 00:31:46
C5 C143 30.445 15.16 15.285 00:17:19
C5 C144 17.897 3.64 14.257 00:11:21
C5 C145 9.181 9.181 0 00:05:36
C5 C146 17.617 9.587 8.03 00:11:04
C5 C147 20.644 12.812 7.832 00:13:04
C5 C148 12.837 12.837 0 00:08:21
C5 C149 23.633 14.968 8.665 00:14:56
C5 C150 11.946 3.64 8.306 00:07:16
C5 C151 2.299 2.299 0 00:01:58
C5 C152 35.738 15.16 20.578 00:20:46
C5 C153 40.569 14.968 25.601 00:22:33
C5 C154 6.588 6.588 0 00:04:03
C5 C155 5.897 5.897 0 00:03:58
C5 C156 10.52 10.52 0 00:06:24
C5 C157 1.92 1.92 0 00:01:33
C5 C158 12.348 6.403 5.945 00:07:53
C5 C159 24.183 13.436 10.747 00:14:55
C5 C160 8.951 8.951 0 00:05:33
C5 C161 11.022 6.403 4.619 00:06:43
C5 C162 5.643 5.643 0 00:03:29
C5 C163 32.529 14.968 17.561 00:19:10
C5 C164 19.869 14.968 4.901 00:12:01
C5 C165 29.946 13.436 16.51 00:18:43
C5 C166 3.567 3.567 0 00:02:17
C5 C167 17.002 13.516 3.486 00:10:40
C5 C168 22.185 15.06 7.125 00:13:35
C5 C169 27.072 15.16 11.912 00:15:57
C5 C170 19.858 6.403 13.455 00:14:44
C5 C171 20.095 15.06 5.035 00:12:19
C5 C172 19.721 6.403 13.318 00:14:29
C5 C173 17.497 14.568 2.929 00:11:14
C5 C174 7.64 7.64 0 00:04:41
C5 C175 5.047 5.047 0 00:03:23
C5 C176 2.068 2.068 0 00:01:23
C5 C177 10.028 10.028 0 00:06:15
C5 C178 30.991 15.16 15.831 00:17:29
C5 C179 5.733 5.733 0 00:03:33
C5 C180 35.304 14.968 20.336 00:19:11
C5 C181 33.176 14.968 18.208 00:20:08
C5 C182 20.614 14.968 5.646 00:12:28
C5 C183 18.273 12.812 5.461 00:11:56
C5 C184 34.197 14.968 19.229 00:20:56
C5 C185 25.336 13.436 11.9 00:15:14
C5 C186 21.895 13.436 8.459 00:18:10
C5 C187 29.625 14.968 14.657 00:17:33
C5 C188 24.367 6.403 17.964 00:15:16
C5 C189 21.659 7.603 14.056 00:13:33
C5 C190 11.685 11.685 0 00:08:05
C5 C191 12.488 12.488 0 00:08:06
C5 C192 4.382 4.382 0 00:02:49
C6 D0 16.775 10.626 6.149 00:09:48
C6 C1 8.801 8.801 0 00:05:35
C6 C2 17.087 15.395 1.692 00:10:09
C6 C3 8.4 8.4 0 00:05:06
C6 C4 9.256 9.256 0 00:05:59
C6 C5 5.01 5.01 0 00:03:09
C6 C6 0 0 0 00:00:00
C6 C7 11.044 11.044 0 00:06:37
C6 C8 16.723 7.327 9.396 00:10:23
C6 C9 20.399 10.626 9.773 00:12:55
C6 C10 6.915 6.915 0 00:04:15
C6 C11 36.619 12.158 24.461 00:19:29
C6 C12 11.245 11.245 0 00:06:54
C6 C13 27.524 7.16 20.364 00:18:00
C6 C14 10.686 6.015 4.671 00:06:54
C6 C15 17.829 8.717 9.112 00:11:12
C6 C16 31.95 12.158 19.792 00:19:04
C6 C17 11.771 10.275 1.496 00:07:09
C6 C18 7.134 7.134 0 00:04:52
C6 C19 14.872 6.015 8.857 00:09:19
C6 C20 23.261 10.626 12.635 00:13:53
C6 C21 15.105 12.158 2.947 00:09:18
C6 C22 18.962 11.464 7.498 00:11:22
C6 C23 14.79 11.577 3.213 00:08:52
C6 C24 26.172 11.813 14.359 00:15:11
C6 C25 7.146 7.146 0 00:04:24
C6 C26 29.358 12.732 16.626 00:16:24
C6 C27 7.419 7.419 0 00:04:37
C6 C28 36.804 12.158 24.646 00:22:19
C6 C29 19.706 8.717 10.989 00:11:49
C6 C30 9.754 9.754 0 00:05:59
C6 C31 23.012 12.158 10.854 00:14:25
C6 C32 13.532 11.907 1.625 00:08:20
C6 C33 14.952 7.278 7.674 00:08:34
C6 C34 28.549 12.732 15.817 00:16:37
